Dino Number,Image,Classification,Level,Breeding Charges,Trait Count,Background,Body,Face,Headwear,Eyes,Clothes,Accessory
9447,https://img.dapperdinos.com/dinos/ofU5malDF7Wlcrk.png,OG,5,5,6,Elegant Red,Charcoal Spotted,Two Tooth,Dino Helmet,Popped Hearts,Crew Neck Purple,<none>
9448,https://img.dapperdinos.com/dinos/nw2dFYEPq9cTG0U.png,OG,5,5,6,Snazzy Orange,Teal Spotted,Unimpressed,Stars,Bliss,Suit Grey,<none>
9449,https://img.dapperdinos.com/dinos/N4h7KpG6VIhrSlC.png,OG,5,5,5,Spiffy Blue,Green,Derpy,King,Popped Dead,<none>,<none>
9450,https://img.dapperdinos.com/dinos/Mt5hAY0XTMeox1l.png,OG,5,5,7,Fly Magenta,Green Spotted,Two Tooth,Bucket Hat,Allergies,Qipao,Sunglasses White
9451,https://img.dapperdinos.com/dinos/cL9aJnpEXVFusSk.png,OG,5,5,7,Snazzy Orange,Green,Derpy,Cap Camo,Allergies,Polo Tiger,Sunglasses White
9452,https://img.dapperdinos.com/dinos/E4jgkaaoGoKZ2Td.png,OG,5,5,6,Spiffy Blue,Grey,Two Tooth,Digger Hat,Mask Dead,Suit Grey,<none>
9453,https://img.dapperdinos.com/dinos/SBz72KsuY3XVEkD.png,OG,5,5,7,Fly Magenta,Blue,Two Tooth Beard,Dino Grabber,Mask Chill,Hoodie Yellow,Monocle
9454,https://img.dapperdinos.com/dinos/K0u9BOtBUMS65kX.png,OG,5,5,7,Snazzy Orange,Blue,Two Tooth,King,Mask Chill,Hoodie Grey,Nosehorn
9455,https://img.dapperdinos.com/dinos/Uc8sabYnmMFA6Lr.png,OG,5,5,7,Nifty Yellow,Green,Grin,Bucket Hat,Allergies,Suit Grey,Nosehorn Gold
9456,https://img.dapperdinos.com/dinos/HTrKoluMhF51zT8.png,OG,5,5,7,Fly Magenta,Charcoal,Toothy Smile Beard,Dino Helmet Bonehead,Hearts,Tiedye,Chain
9457,https://img.dapperdinos.com/dinos/3XLYYxsYDdbww10.png,OG,5,5,7,Crisp Green,Charcoal,Derpy,Rosies Red Bandana,Chill,Crew Neck Pink,Pearls
9458,https://img.dapperdinos.com/dinos/6YNDKMmlFsR9z2g.png,OG,5,5,6,Elegant Red,Green Spotted,Grin,Digger Hat,Mask Happy,Toga,<none>
9459,https://img.dapperdinos.com/dinos/Iv80UwBxW6sbVfa.png,OG,5,5,6,Spiffy Blue,Grey,Grin,Bowler Black,Chill Lashes,Spiked Jacket,<none>
9460,https://img.dapperdinos.com/dinos/kXb2k1kt2DPY52H.png,OG,5,5,4,Dapper Cyan,Yellow,Derpy,<none>,Mask Happy,<none>,<none>
9461,https://img.dapperdinos.com/dinos/pWe3S1qazVgVc7R.png,OG,5,5,6,Dapper Cyan,Green,Derpy,Soldier,Happy,Basketball Jersey,<none>
9462,https://img.dapperdinos.com/dinos/nZ0PDhlopc1iFQz.png,OG,5,5,6,Spiffy Blue,Green,Derpy,Dino Grabber,Happy,Polo Teal,<none>
9463,https://img.dapperdinos.com/dinos/jNP7d4G0cSLvfr2.png,OG,5,5,6,Dapper Cyan,Green Spotted,Tongue,Tophat,Bliss Lashes,Pepe Jacket,<none>
9464,https://img.dapperdinos.com/dinos/ijeXQwuUYMp3h1D.png,OG,5,5,6,Crisp Green,Teal,Toothy Smile,Cap Neon,Chill,Tracksuit Spotted,<none>
9465,https://img.dapperdinos.com/dinos/rBUsLIl5urWhsPi.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Karate,Bliss,Cowboy Vest,<none>
9466,https://img.dapperdinos.com/dinos/uKw6es9mzbaByzT.png,OG,5,5,7,Elegant Red,Green,Toothy Smile Beard,Bowler Black,Happy,Polo Tiger,3D Glasses
9467,https://img.dapperdinos.com/dinos/TJFbF8vo2wucMQo.png,OG,5,5,6,Spiffy Blue,Grey,Tongue,Dino Grabber,Bliss,Flannel,<none>
9468,https://img.dapperdinos.com/dinos/ZVpJV6jLGt6HklD.png,OG,5,5,5,Spiffy Blue,Yellow,Unimpressed,Mech,Chill,<none>,<none>
9469,https://img.dapperdinos.com/dinos/1wSIitOsHNjaMid.png,OG,5,5,6,Dapper Cyan,Yellow,Tongue,Grey Beanie,Happy Lashes,Chef,<none>
9470,https://img.dapperdinos.com/dinos/nuedl2koGMvBbpS.png,OG,5,5,6,Crisp Green,Yellow,Unimpressed,Digger Hat Bonehead,Mask Chill,Robe,<none>
9471,https://img.dapperdinos.com/dinos/LQJLrMpi8FXL3qz.png,OG,5,5,6,Spiffy Blue,Blue,Two Tooth,High Top Fade Stars,Mask Happy,Tiedye,<none>
9472,https://img.dapperdinos.com/dinos/iTtnDVZ9VZVDuib.png,OG,5,5,6,Dapper Cyan,Teal,Happy,Rosies Red Bandana,Mask Dead,Ascot,<none>
9473,https://img.dapperdinos.com/dinos/FC8g8HocekIXIw3.png,OG,5,5,7,Elegant Red,Charcoal,Toothy Smile,Short Hair Blonde,Bliss,Tiedye,Eyepatch
9474,https://img.dapperdinos.com/dinos/FjfenS9GQkDzdqr.png,OG,5,5,7,Snazzy Orange,Green Spotted,Happy,High Top Fade Halo,Mask Happy,Robe,Monocle
9475,https://img.dapperdinos.com/dinos/yiR4gD2bj2TZ1SW.png,OG,5,5,7,Spiffy Blue,Grey,Happy,Digger Hat Bonehead,Hearts,Turtleneck,Chain
9476,https://img.dapperdinos.com/dinos/Y2jN10pAPQPZ7IM.png,OG,5,5,7,Spiffy Blue,Green,Happy,Fedora,Happy,Pirate,3D Glasses
9477,https://img.dapperdinos.com/dinos/pen7kYemrrjOj5J.png,OG,5,5,6,Dapper Cyan,Charcoal Spotted,Happy,Cap Neon,Mask Chill,Suit Grey,<none>
9478,https://img.dapperdinos.com/dinos/TJFHFTOgWroA0Uw.png,OG,5,5,7,Elegant Red,Yellow,Two Tooth,Grey Hair Sweep,Mask Dead,Pirate,Nosehorn Gold
9479,https://img.dapperdinos.com/dinos/U4ysY3jwlhIBrXO.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Sombrero,Happy Lashes,Polo Tiger,<none>
9480,https://img.dapperdinos.com/dinos/NKarLwcNGtKEQAJ.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Donut Bonehead,Hearts,Hoodie Yellow,Wheat
9481,https://img.dapperdinos.com/karmacollective/K439.png,Karma,5,6,8,Rich Tu Teal,Teal,Toothy Smile,Fedora,Happy,Suit Grey,Nosehorn
9482,https://img.dapperdinos.com/dinos/rpeXLU7nuctOFjS.png,OG,5,5,6,Dapper Cyan,Charcoal,Tongue,Soldier,Happy,Labcoat,<none>
9483,https://img.dapperdinos.com/dinos/4ao94QTJU8NITpt.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Cap Grey,Cyclops Lashes,Suit Grey,<none>
9484,https://img.dapperdinos.com/dinos/a8wwkCA40zTYj1F.png,OG,5,5,6,Spiffy Blue,Yellow,Two Tooth,Digger Hat,Mask Happy,Polo Teal,<none>
9485,https://img.dapperdinos.com/dinos/XLpLRqAWuUf0vWZ.png,OG,5,5,7,Crisp Green,Green,Happy,Cap Camo,Mask Chill,Cowboy Vest,Nosehorn Gold
9486,https://img.dapperdinos.com/dinos/WXf4IxNyr8h2VvK.png,OG,5,5,6,Nifty Yellow,Charcoal,Grin,<none>,Mask Happy,Hoodie Yellow,Nosehorn
9487,https://img.dapperdinos.com/dinos/wGHgnuuOZLTpguk.png,OG,5,5,7,Elegant Red,Yellow Spotted,Unimpressed,Spikes Glass,Cyclops,Tshirt Camo,Pipe
9488,https://img.dapperdinos.com/dinos/Uw7p1Nf0goHnPpe.png,OG,5,5,7,Fly Magenta,Teal Spotted,Tongue,Short Hair Blonde,Bliss,Crew Neck Purple,Sunglasses
9489,https://img.dapperdinos.com/dinos/ZKz4xBSRTosD3Ii.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Grey Beanie,Chill,Ascot,Monocle
9490,https://img.dapperdinos.com/dinos/X3bCZ0nWO424Svw.png,OG,5,5,7,Fly Magenta,Teal,Unimpressed,Motorcycle Helmet,Happy,Ascot,3D Glasses
9491,https://img.dapperdinos.com/dinos/A7E35VKoTeOjnnH.png,OG,5,5,6,Spiffy Blue,Charcoal Spotted,Happy,Dino Helmet,Mask Hypno,Cowboy Vest,<none>
9492,https://img.dapperdinos.com/dinos/9A3sbahBsgnqkl1.png,OG,5,5,6,Dapper Cyan,Green,Happy,Mummy,Hypno,Varsity Jacket,<none>
9493,https://img.dapperdinos.com/dinos/8xH7sIrLB6msiP3.png,OG,5,5,7,Nifty Yellow,Grey,Toothy Smile,Cap Red Backwards,Happy,Scarf,Nosehorn
9494,https://img.dapperdinos.com/dinos/0zOe5NDYHNqBy48.png,OG,5,5,7,Nifty Yellow,Grey,Two Tooth,Cap Grey,Happy Lashes,Tiedye,Monocle
9495,https://img.dapperdinos.com/dinos/WTxoMa2luoqbm0v.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Dino Helmet,Cyclops,Varsity Jacket,<none>
9496,https://img.dapperdinos.com/dinos/XUxm1Q64T4nluos.png,OG,5,5,7,Nifty Yellow,Yellow,Derpy,Captain,Chill Lashes,Polo Pink,Sunglasses White
9497,https://img.dapperdinos.com/dinos/c6MNCFHILW4H9P8.png,OG,5,5,7,Elegant Red,Grey,Unimpressed,Horns Broken,Hypno,Cyberpunk Jacket,Pipe
9498,https://img.dapperdinos.com/dinos/vzUSBUxMoNvsx7I.png,OG,5,5,6,Crisp Green,Teal Spotted,Tongue,Cycling Cap Bonehead,Hearts,Polo Tiger,<none>
9499,https://img.dapperdinos.com/dinos/qS5GJHcYlObq5uO.png,OG,5,5,6,Spiffy Blue,Charcoal,Toothy Smile,Jiangshi,Cyclops Lashes,Hoodie Yellow,<none>
9500,https://img.dapperdinos.com/dinos/ZNddKq2Pa0RhIL8.png,OG,5,5,6,Spiffy Blue,Yellow,Happy,Bonehead Silver,Happy,Astronaut,<none>
9501,https://img.dapperdinos.com/dinos/lyfZ1YZVlj5uLCi.png,OG,5,5,7,Crisp Green,Charcoal Spotted,Happy,Tophat,Chill,Tiedye,Chain
9502,https://img.dapperdinos.com/karmacollective/K82.png,Karma,5,6,8,Rich Tu Purple,Grey,Derpy,High Top Fade,Chill,Ascot,Sunglasses White
9503,https://img.dapperdinos.com/dinos/4R12BrVJqMZ8q2z.png,OG,5,5,5,Spiffy Blue,Blue Spotted,Tongue,<none>,Mask Hearts,Polo Pink,<none>
9504,https://img.dapperdinos.com/dinos/V8j1mgW7aDWEYzk.png,OG,5,5,6,Dashing Purple,Blue,Grin,Astronaut Helmet Open,Popped Dead,Astronaut,<none>
9505,https://img.dapperdinos.com/dinos/ANgZ4dP08xEv1g5.png,OG,5,5,5,Dapper Cyan,Grey,Happy,Horns,Chill,<none>,<none>
9506,https://img.dapperdinos.com/dinos/RGX238rD9dDfanM.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Bowler Black,Happy Lashes,Turtleneck,<none>
9507,https://img.dapperdinos.com/dinos/trVGOFj7O6ORtas.png,OG,5,5,6,Spiffy Blue,Charcoal,Derpy,Cap Camo,Happy Lashes,Tshirt Camo,<none>
9508,https://img.dapperdinos.com/dinos/GckGtVy6KnpsABq.png,OG,5,5,7,Nifty Yellow,Grey,Tongue,Cap Red Backwards,Chill,Tshirt Black,3D Glasses
9509,https://img.dapperdinos.com/dinos/DRVVjGkZZKYn6Kk.png,OG,5,5,6,Spiffy Blue,Green,Derpy,King Bonehead,Mask Dead,Flannel,<none>
9510,https://img.dapperdinos.com/dinos/FkAzeyDrkcKuETH.png,OG,5,5,6,Dapper Cyan,Charcoal,Tongue,Fedora,Happy Lashes,Suit Grey,<none>
9511,https://img.dapperdinos.com/dinos/5SfxNgyW2ycOxvs.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Chefs Hat,Mask Chill,Cowboy Vest,<none>
9512,https://img.dapperdinos.com/dinos/TAKed8pFZvyymfB.png,OG,5,5,7,Snazzy Orange,Blue Spotted,Tongue,Digger Hat,Hypno,Ascot,Nosehorn
9513,https://img.dapperdinos.com/dinos/AWGWivgDwQfvJrE.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Soldier,Mask Dead,Scarf,<none>
9514,https://img.dapperdinos.com/dinos/ciQsuDyeEeI1kby.png,OG,5,5,6,Fly Magenta,Blue,Unimpressed,Spikes Holo,Laser,Robe,<none>
9515,https://img.dapperdinos.com/dinos/p2msEzByDJIiRF0.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Grey Beanie,Mask Happy,Basketball Jersey,<none>
9516,https://img.dapperdinos.com/dinos/Zmum1ModTyJnGXu.png,OG,5,5,5,Dapper Cyan,Green,Tongue,<none>,Mask Chill,Cowboy Vest,<none>
9517,https://img.dapperdinos.com/dinos/QkSPkiBbajBBJTq.png,OG,5,5,7,Crisp Green,Green,Tongue,Digger Hat Bonehead,Happy,Scarf,Monocle
9518,https://img.dapperdinos.com/dinos/c9c9tWg0orJdre8.png,OG,5,5,7,Elegant Red,Green,Toothy Smile,Cowboy Hat,Hollow,Pirate,Nosehorn Gold
9519,https://img.dapperdinos.com/dinos/Gf7CQRXA9F3Q9IJ.png,OG,5,5,7,Crisp Green,Green,Happy,Spikes Bone,Chill Lashes,Suit Grey,Monocle
9520,https://img.dapperdinos.com/dinos/3ng2Cjr2ozbN03i.png,OG,5,5,6,Dapper Cyan,Yellow,Tongue,Cap Grey,Bliss,Suit Grey,<none>
9521,https://img.dapperdinos.com/dinos/8bXO79niRMKNTG1.png,OG,5,5,6,Spiffy Blue,Grey,Happy,<none>,Happy,Toga,Sunglasses White
9522,https://img.dapperdinos.com/dinos/QuehsvsLpGulHnv.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Happy,Sombrero,Blush,Rosies Denim,<none>
9523,https://img.dapperdinos.com/dinos/PgFsKPoZmzF7vxB.png,OG,5,5,6,Spiffy Blue,Grey,Derpy,Digger Hat Bonehead,Chill,Cowboy Vest,<none>
9524,https://img.dapperdinos.com/dinos/xn9FN3uY1wyWB1p.png,OG,5,5,7,Nifty Yellow,Charcoal,Grin,Wizard Hat,Chill Lashes,Ascot,Nosehorn
9525,https://img.dapperdinos.com/dinos/SvixxNbhTcrrWdh.png,OG,5,5,7,Nifty Yellow,Charcoal,Tongue,High Top Fade Stars,Happy Lashes,Suspenders,Monocle
9526,https://img.dapperdinos.com/dinos/TNXwTHCDpmlaPGf.png,OG,5,5,6,Spiffy Blue,Yellow,Tongue,High Top Fade,Mask Dead,Spiked Jacket,<none>
9527,https://img.dapperdinos.com/dinos/KNInmR0bFtYhai3.png,OG,5,5,7,Nifty Yellow,Charcoal,Unimpressed,Chefs Hat Bonehead,Cyclops,Hoodie Grey,Wheat
9528,https://img.dapperdinos.com/dinos/c3I00a6s3nuH37d.png,OG,5,5,6,Spiffy Blue,Green,Happy,Bowler Black Emblem,Happy,<none>,Eyepatch
9529,https://img.dapperdinos.com/dinos/AnfGf2h5UjQRxbl.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Donut Horns,Bliss Lashes,Spiked Jacket,<none>
9530,https://img.dapperdinos.com/dinos/2TBsYsHn4Udiz2i.png,OG,5,5,7,Fly Magenta,Green,Happy Beard,Bucket Hat,Mask Chill,Robe,Nosehorn
9531,https://img.dapperdinos.com/dinos/eWGAv1mwRHbzSkp.png,OG,5,5,7,Crisp Green,Grey,Happy,Digger Hat,Bliss,Suspenders,3D Glasses
9532,https://img.dapperdinos.com/dinos/8U9ZABwvn1dB9lI.png,OG,5,5,7,Fly Magenta,Blue,Toothy Smile,Spikes Gold,Cyclops Lashes,Labcoat,Nosehorn Gold
9533,https://img.dapperdinos.com/dinos/qZKyfswhaH79RWb.png,OG,5,5,6,Fly Magenta,Charcoal,Happy Beard,Fro Sparkle,Blush,Crew Neck Pink,<none>
9534,https://img.dapperdinos.com/karmacollective/hatch/K294.gif,Karma,5,6,8,Hatch 5,Yellow,Unimpressed,Short Hair Blonde,Blush,Robe,Wheat
9535,https://img.dapperdinos.com/dinos/P4XMIw2jjUI7kXO.png,OG,5,5,7,Nifty Yellow,Green,Happy,High Top Fade,Hypno,Qipao,Nosehorn Gold
9536,https://img.dapperdinos.com/dinos/yLSFP7kKMbzsPMS.png,OG,5,5,7,Spiffy Blue,Green,Happy,Jiangshi,Mask Chill,Labcoat,Sunglasses White
9537,https://img.dapperdinos.com/dinos/zhzt7GVwYsVRbi7.png,OG,5,5,6,Spiffy Blue,Blue,Derpy,Halo,Hypno,Varsity Jacket,<none>
9538,https://img.dapperdinos.com/dinos/z9JM1vSgUkRlVJR.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Wizard Hat,Cyclops,Tracksuit Spotted,<none>
9539,https://img.dapperdinos.com/dinos/LN44XGPis3p9AuY.png,OG,5,5,7,Elegant Red,Charcoal,Unimpressed,Tophat,Bliss,Flannel,Monocle
9540,https://img.dapperdinos.com/dinos/KIrW8w3mQfHugrJ.png,OG,5,5,7,Snazzy Orange,Blue,Derpy,Rosies Red Bandana,Bliss,Robe,Nosehorn
9541,https://img.dapperdinos.com/dinos/nBTQQ15XxPLSpUo.png,OG,5,5,6,Crisp Green,Teal,Derpy,Jiangshi,Mask Chill,Spiked Jacket,<none>
9542,https://img.dapperdinos.com/dinos/UoWnKVQApVWnRva.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Tongue,Rosies Red Bandana,Hollow,Polo Tiger,Sunglasses
9543,https://img.dapperdinos.com/dinos/ZsyOzRKAMetHL0J.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Grey Hair Sweep,Happy Lashes,Robe,<none>
9544,https://img.dapperdinos.com/dinos/mTuhHSAvzxIQSha.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Digger Hat,Cyclops,Robe,<none>
9545,https://img.dapperdinos.com/dinos/CHvgDb8Y0hrn3rE.png,OG,5,5,5,Spiffy Blue,Yellow,Derpy,<none>,Hollow,Cowboy Vest,<none>
9546,https://img.dapperdinos.com/dinos/ZNbNeGjAu3snshh.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Sombrero,Happy,Crew Neck Pink,<none>
9547,https://img.dapperdinos.com/dinos/oYQZISkDZvUw64D.png,OG,5,5,7,Nifty Yellow,Green,Two Tooth,Horns,Chill Lashes,Robe,Monocle
9548,https://img.dapperdinos.com/dinos/fT3Ym57Y1rlLvCQ.png,OG,5,5,6,Crisp Green,Grey,Two Tooth,Dino Helmet,Laser,Ascot,<none>
9549,https://img.dapperdinos.com/dinos/T4ZVBzuCOpPlEYa.png,OG,5,5,6,Spiffy Blue,Blue,Tongue,High Top Fade Stars,VR Glasses,Suit Grey,<none>
9550,https://img.dapperdinos.com/dinos/RLSCZXOvyoSHGG9.png,OG,5,5,5,Spiffy Blue,Green,Derpy,<none>,Mask Hypno,Flannel,<none>
9551,https://img.dapperdinos.com/dinos/wFAbkN0MBjLwzx2.png,OG,5,5,7,Fly Magenta,Charcoal Spotted,Grin,Bonehead Silver,Happy Lashes,Basketball Jersey,3D Glasses
9552,https://img.dapperdinos.com/dinos/kdISgy2P61mvFIE.png,OG,5,5,6,Crisp Green,Charcoal Spotted,Grin,King Bonehead,Happy Lashes,Qipao,<none>
9553,https://img.dapperdinos.com/dinos/ILYZZ68JIeHdySy.png,OG,5,5,7,Fly Magenta,Grey Spotted,Two Tooth,High Top Fade Stars,VR Glasses,Crew Neck Pink,Sunglasses
9554,https://img.dapperdinos.com/dinos/4vOyYOnG5ZuffcS.png,OG,5,5,7,Crisp Green,Charcoal Spotted,Happy,Karate,Happy Lashes,Polo Pink,3D Glasses
9555,https://img.dapperdinos.com/karmacollective/K372.png,Karma,5,6,8,Rich Tu Purple,Charcoal,Tongue,Grey Beanie,Blush,Pirate,Monocle
9556,https://img.dapperdinos.com/dinos/rsOTvOleZdroZwX.png,OG,5,5,7,Nifty Yellow,Green Spotted,Toothy Smile,Horns Broken,Cyclops,Crew Neck Purple,Pearls
9557,https://img.dapperdinos.com/dinos/PppS7rI5AOWd1S6.png,OG,5,5,6,Spiffy Blue,Blue Spotted,Toothy Smile,Donut Horns,Chill Lashes,Hoodie Grey,<none>
9558,https://img.dapperdinos.com/dinos/bP3tmZOfzPpWo1D.png,OG,5,5,7,Snazzy Orange,Charcoal,Tongue,Donut Horns,Popped Dead,Tracksuit Spotted,Nosehorn
9559,https://img.dapperdinos.com/dinos/wqee9NXx7ORsjdI.png,OG,5,5,6,Dapper Cyan,Teal Spotted,Happy,Short Hair Brown,Happy Lashes,Tiedye,<none>
9560,https://img.dapperdinos.com/dinos/tuhpbKbvTB2Lrnb.png,OG,5,5,7,Spiffy Blue,Green,Happy,High Top Fade,Happy,Varsity Jacket,Sunglasses
9561,https://img.dapperdinos.com/dinos/QGeroXNrEBu7chW.png,OG,5,5,6,Dapper Cyan,Grey,Tongue,Digger Hat,Hearts,Suit Grey,<none>
9562,https://img.dapperdinos.com/dinos/utXYhVLdG2yRq3A.png,OG,5,5,6,Dapper Cyan,Green Spotted,Happy,Cap Camo,Bliss,Chef,<none>
9563,https://img.dapperdinos.com/dinos/mtjRIMedCbXi80A.png,OG,5,5,6,Spiffy Blue,Teal Spotted,Happy,Bowler Black Emblem,Hypno,Suit Dapper Grey,<none>
9564,https://img.dapperdinos.com/dinos/yLE3zZTuqMycPuE.png,OG,5,5,6,Crisp Green,Teal,Derpy,Horns Broken,Mask Happy,Tshirt Black,<none>
9565,https://img.dapperdinos.com/dinos/xjrxx7ppxTHbAvi.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Pirate Hat,Popped Dead,Labcoat,<none>
9566,https://img.dapperdinos.com/dinos/SAhDBDbp6F8PeDr.png,OG,5,5,6,Elegant Red,Teal,Two Tooth,Horns Broken,Hearts,<none>,3D Glasses
9567,https://img.dapperdinos.com/dinos/5W0S3fSJEuaN4sV.png,OG,5,5,6,Spiffy Blue,Grey Spotted,Happy,Cycling Cap Bonehead,Hollow,Suit Navy,<none>
9568,https://img.dapperdinos.com/karmacollective/K456.png,Karma,5,6,6,Rich Tu Yellow,Yellow Spotted,Grin,<none>,Chill,Hoodie Grey,<none>
9569,https://img.dapperdinos.com/dinos/PIQlSh6oJKaRGKy.png,OG,5,5,7,Crisp Green,Yellow,Tongue,Tophat,Hearts,Tshirt Stripe,Monocle
9570,https://img.dapperdinos.com/dinos/T0ATjwuNF4HoTrS.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Bonehead,Bliss Lashes,Suit Grey,<none>
9571,https://img.dapperdinos.com/dinos/1lhNUOAjfYeIL8c.png,OG,5,5,7,Crisp Green,Grey,Happy,High Top Fade Stars,Happy Lashes,Polo Teal,Eyepatch
9572,https://img.dapperdinos.com/dinos/9yYtxus0T8oZuHh.png,OG,5,5,6,Crisp Green,Blue,Happy,<none>,Hollow,Toga,Nosehorn Gold
9573,https://img.dapperdinos.com/dinos/7Vw38VZBlr85h62.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Grey Hair Sweep,Happy Lashes,Polo Tiger,<none>
9574,https://img.dapperdinos.com/dinos/PgJH94LnrQ9dl8f.png,OG,5,5,6,Nifty Yellow,Grey,Two Tooth,Donut,Popped Dead,Suspenders,<none>
9575,https://img.dapperdinos.com/dinos/gwMjwl5snOXDB5E.png,OG,5,5,6,Dapper Cyan,Charcoal,Tongue,Donut Bonehead,Mask Chill,Ascot,<none>
9576,https://img.dapperdinos.com/dinos/1cm5zFOB7NyLEiL.png,OG,5,5,7,Fly Magenta,Green,Two Tooth,Horns Broken,Chill,Grandmas Sweater,Eyepatch
9577,https://img.dapperdinos.com/dinos/PGBzhRMqc3igbQJ.png,OG,5,5,6,Dapper Cyan,Grey,Tongue,Cowboy Hat,Chill Lashes,Tracksuit Spotted,<none>
9578,https://img.dapperdinos.com/dinos/W0uWEpB4mDQe4qR.png,OG,5,5,6,Spiffy Blue,Green,Derpy,Motorcycle Helmet,Cyclops Lashes,Spiked Jacket,<none>
9579,https://img.dapperdinos.com/dinos/UgrSPEtRF4QZ8V7.png,OG,5,5,7,Dashing Purple,Teal,Two Tooth Beard,Donut Bonehead,Mask Happy,Basketball Jersey,Sunglasses White
9580,https://img.dapperdinos.com/dinos/DPL2FZajJrK7TIt.png,OG,5,5,6,Dapper Cyan,Green,Happy,Rosies Red Bandana,Happy Lashes,Scarf,<none>
9581,https://img.dapperdinos.com/dinos/tipJA1hxlBsZ9i5.png,OG,5,5,7,Crisp Green,Charcoal Spotted,Happy,Tophat Bonehead,Happy,Suit Dapper Blue,Nosehorn Gold
9582,https://img.dapperdinos.com/dinos/n3iArgSvLq9mDa3.png,OG,5,5,6,Snazzy Orange,Yellow Spotted,Two Tooth,Spikes Glass,Cyclops,Suspenders,<none>
9583,https://img.dapperdinos.com/dinos/R4nuhfsB21YKhUU.png,OG,5,5,7,Fly Magenta,Teal,Toothy Smile,Long Hair Red,Mask Hypno,Pepe Jacket Tshirt,3D Glasses
9584,https://img.dapperdinos.com/dinos/J28GGBx43FpE96X.png,OG,5,5,7,Crisp Green,Yellow,Tongue,Cowboy Hat,Allergies,Tiedye,3D Glasses
9585,https://img.dapperdinos.com/dinos/F8Z1MWgClEdMVU8.png,OG,5,5,7,Crisp Green,Blue,Happy,Tophat Bonehead,Mask Dead,Pepe Jacket Tshirt,Nosehorn
9586,https://img.dapperdinos.com/dinos/WbyZbtHNDx8MYuO.png,OG,5,5,5,Dapper Cyan,Yellow,Grin,<none>,Chill,Spiked Jacket,<none>
9587,https://img.dapperdinos.com/dinos/pvLOX4ECaDDYrCJ.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Cowboy Hat,Mask Happy,Qipao,<none>
9588,https://img.dapperdinos.com/dinos/kNIQW48XZ9xyXTM.png,OG,5,5,7,Snazzy Orange,Green,Two Tooth,Donut Horns,Laser,Tshirt Stripe,Chain
9589,https://img.dapperdinos.com/dinos/B0Qm0zeslEssCk2.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Happy,Cap Camo,Mask Dead,Robe,<none>
9590,https://img.dapperdinos.com/dinos/WijmdKIbXHrS6ya.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Astronaut Helmet Closed,Happy,Rosies Denim,<none>
9591,https://img.dapperdinos.com/dinos/G4HOtHuP94yotm5.png,OG,5,5,6,Dapper Cyan,Green,Happy,Wizard Hat,Cyclops Lashes,Suit Navy,<none>
9592,https://img.dapperdinos.com/dinos/S5s1Gw5JQteEH9c.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Donut Bonehead,Hypno,Polo Pink,<none>
9593,https://img.dapperdinos.com/dinos/IgpcWZwBEXq3aEd.png,OG,5,5,7,Snazzy Orange,Grey Spotted,Happy,Long Hair Blonde,Happy Lashes,Robe,Sunglasses White
9594,https://img.dapperdinos.com/dinos/6OHVxKN0uMjhCmC.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Long Hair Brown,Happy,Hoodie Grey,<none>
9595,https://img.dapperdinos.com/dinos/zWw8nXz7zu7XXsx.png,OG,5,5,7,Crisp Green,Green,Happy,Fro,Mask Hypno,Tshirt Camo,3D Glasses
9596,https://img.dapperdinos.com/dinos/Rr8Q0b5cOogtgd1.png,OG,5,5,6,Dapper Cyan,Charcoal,Tongue,Chefs Hat Bonehead,Happy Lashes,Tiedye,<none>
9597,https://img.dapperdinos.com/dinos/812L8K8478Uw0oL.png,OG,5,5,7,Snazzy Orange,Grey,Two Tooth,Digger Hat Bonehead,Mask Happy,Polo Tiger,Nosehorn
9598,https://img.dapperdinos.com/dinos/X5hXVDcR1c4BrJ0.png,OG,5,5,6,Crisp Green,Yellow Spotted,Grin,Bowler Black,Bliss,Hoodie Grey,<none>
